PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,Title,FSize
602,0,3,1,29.881137667304014,7.8958,2,12,0
603,0,1,1,29.881137667304014,42.4,2,12,0
604,0,3,1,44.0,8.05,2,12,0
605,1,1,1,35.0,26.55,0,12,0
606,0,3,1,36.0,15.55,2,12,1
607,0,3,1,30.0,7.8958,2,12,0
608,1,1,1,27.0,30.5,2,12,0
609,1,2,0,22.0,41.5792,0,13,3
610,1,1,0,40.0,153.4625,2,9,0
611,0,3,0,39.0,31.275,2,13,6
612,0,3,1,29.881137667304014,7.05,2,12,0
613,1,3,0,29.881137667304014,15.5,1,9,1
614,0,3,1,29.881137667304014,7.75,1,12,0
615,0,3,1,35.0,8.05,2,12,0
616,1,2,0,24.0,65.0,2,9,3
617,0,3,1,34.0,14.4,2,12,2
618,0,3,0,26.0,16.1,2,13,1
619,1,2,0,4.0,39.0,2,9,3
620,0,2,1,26.0,10.5,2,12,0
621,0,3,1,27.0,14.4542,0,12,1
622,1,1,1,42.0,52.5542,2,12,1
623,1,3,1,20.0,15.7417,0,12,2
624,0,3,1,21.0,7.8542,2,12,0
625,0,3,1,21.0,16.1,2,12,0
626,0,1,1,61.0,32.3208,2,12,0
627,0,2,1,57.0,12.35,1,15,0
628,1,1,0,21.0,77.9583,2,9,0
629,0,3,1,26.0,7.8958,2,12,0
630,0,3,1,29.881137667304014,7.7333,1,12,0
631,1,1,1,80.0,30.0,2,12,0
632,0,3,1,51.0,7.0542,2,12,0
633,1,1,1,32.0,30.5,0,4,0
634,0,1,1,29.881137667304014,0.0,2,12,0
635,0,3,0,9.0,27.9,2,9,5
636,1,2,0,28.0,13.0,2,9,0
637,0,3,1,32.0,7.925,2,12,0
638,0,2,1,31.0,26.25,2,12,2
639,0,3,0,41.0,39.6875,2,13,5
640,0,3,1,29.881137667304014,16.1,2,12,1
641,0,3,1,20.0,7.8542,2,12,0
642,1,1,0,24.0,69.3,0,10,0
643,0,3,0,2.0,27.9,2,9,5
644,1,3,1,29.881137667304014,56.4958,2,12,0
645,1,3,0,0.75,19.2583,0,9,3
646,1,1,1,48.0,76.7292,0,12,1
647,0,3,1,19.0,7.8958,2,12,0
648,1,1,1,56.0,35.5,0,1,0
649,0,3,1,29.881137667304014,7.55,2,12,0
650,1,3,0,23.0,7.55,2,9,0
651,0,3,1,29.881137667304014,7.8958,2,12,0
652,1,2,0,18.0,23.0,2,9,1
653,0,3,1,21.0,8.4333,2,12,0
654,1,3,0,29.881137667304014,7.8292,1,9,0
655,0,3,0,18.0,6.75,1,9,0
656,0,2,1,24.0,73.5,2,12,2
657,0,3,1,29.881137667304014,7.8958,2,12,0
658,0,3,0,32.0,15.5,1,13,2
659,0,2,1,23.0,13.0,2,12,0
660,0,1,1,58.0,113.275,0,12,2
661,1,1,1,50.0,133.65,2,4,2
662,0,3,1,40.0,7.225,0,12,0
663,0,1,1,47.0,25.5875,2,12,0
664,0,3,1,36.0,7.4958,2,12,0
665,1,3,1,20.0,7.925,2,12,1
666,0,2,1,32.0,73.5,2,12,2
667,0,2,1,25.0,13.0,2,12,0
668,0,3,1,29.881137667304014,7.775,2,12,0
669,0,3,1,43.0,8.05,2,12,0
670,1,1,0,29.881137667304014,52.0,2,13,1
671,1,2,0,40.0,39.0,2,13,2
672,0,1,1,31.0,52.0,2,12,1
673,0,2,1,70.0,10.5,2,12,0
674,1,2,1,31.0,13.0,2,12,0
675,0,2,1,29.881137667304014,0.0,2,12,0
676,0,3,1,18.0,7.775,2,12,0
677,0,3,1,24.5,8.05,2,12,0
678,1,3,0,18.0,9.8417,2,9,0
679,0,3,0,43.0,46.9,2,13,7
680,1,1,1,36.0,512.3292,0,12,1
681,0,3,0,29.881137667304014,8.1375,1,9,0
682,1,1,1,27.0,76.7292,0,12,0
683,0,3,1,20.0,9.225,2,12,0
684,0,3,1,14.0,46.9,2,12,7
685,0,2,1,60.0,39.0,2,12,2
686,0,2,1,25.0,41.5792,0,12,3
687,0,3,1,14.0,39.6875,2,12,5
688,0,3,1,19.0,10.1708,2,12,0
689,0,3,1,18.0,7.7958,2,12,0
690,1,1,0,15.0,211.3375,2,9,1
691,1,1,1,31.0,57.0,2,12,1
692,1,3,0,4.0,13.4167,0,9,1
693,1,3,1,29.881137667304014,56.4958,2,12,0
694,0,3,1,25.0,7.225,0,12,0
695,0,1,1,60.0,26.55,2,1,0
696,0,2,1,52.0,13.5,2,12,0
697,0,3,1,44.0,8.05,2,12,0
698,1,3,0,29.881137667304014,7.7333,1,9,0
699,0,1,1,49.0,110.8833,0,12,2
700,0,3,1,42.0,7.65,2,12,0
701,1,1,0,18.0,227.525,0,13,1
702,1,1,1,35.0,26.2875,2,12,0
703,0,3,0,18.0,14.4542,0,9,1
704,0,3,1,25.0,7.7417,1,12,0
705,0,3,1,26.0,7.8542,2,12,1
706,0,2,1,39.0,26.0,2,12,0
707,1,2,0,45.0,13.5,2,13,0
708,1,1,1,42.0,26.2875,2,12,0
709,1,1,0,22.0,151.55,2,9,0
710,1,3,1,29.881137667304014,15.2458,0,8,2
711,1,1,0,24.0,49.5042,0,10,0
712,0,1,1,29.881137667304014,26.55,2,12,0
713,1,1,1,48.0,52.0,2,12,1
714,0,3,1,29.0,9.4833,2,12,0
715,0,2,1,52.0,13.0,2,12,0
716,0,3,1,19.0,7.65,2,12,0
717,1,1,0,38.0,227.525,0,9,0
718,1,2,0,27.0,10.5,2,9,0
719,0,3,1,29.881137667304014,15.5,1,12,0
720,0,3,1,33.0,7.775,2,12,0
721,1,2,0,6.0,33.0,2,9,1
722,0,3,1,17.0,7.0542,2,12,1
723,0,2,1,34.0,13.0,2,12,0
724,0,2,1,50.0,13.0,2,12,0
725,1,1,1,27.0,53.1,2,12,1
726,0,3,1,20.0,8.6625,2,12,0
727,1,2,0,30.0,21.0,2,13,3
728,1,3,0,29.881137667304014,7.7375,1,9,0
729,0,2,1,25.0,26.0,2,12,1
730,0,3,0,25.0,7.925,2,9,1
731,1,1,0,29.0,211.3375,2,9,0
732,0,3,1,11.0,18.7875,0,12,0
733,0,2,1,29.881137667304014,0.0,2,12,0
734,0,2,1,23.0,13.0,2,12,0
735,0,2,1,23.0,13.0,2,12,0
736,0,3,1,28.5,16.1,2,12,0
737,0,3,0,48.0,34.375,2,13,4
738,1,1,1,35.0,512.3292,0,12,0
739,0,3,1,29.881137667304014,7.8958,2,12,0
740,0,3,1,29.881137667304014,7.8958,2,12,0
741,1,1,1,29.881137667304014,30.0,2,12,0
742,0,1,1,36.0,78.85,2,12,1
743,1,1,0,21.0,262.375,0,9,4
744,0,3,1,24.0,16.1,2,12,1
745,1,3,1,31.0,7.925,2,12,0
746,0,1,1,70.0,71.0,2,0,2
747,0,3,1,16.0,20.25,2,12,2
748,1,2,0,30.0,13.0,2,9,0
749,0,1,1,19.0,53.1,2,12,1
750,0,3,1,31.0,7.75,1,12,0
751,1,2,0,4.0,23.0,2,9,2
752,1,3,1,6.0,12.475,2,8,1
753,0,3,1,33.0,9.5,2,12,0
754,0,3,1,23.0,7.8958,2,12,0
755,1,2,0,48.0,65.0,2,13,3
756,1,2,1,0.67,14.5,2,8,2
757,0,3,1,28.0,7.7958,2,12,0
758,0,2,1,18.0,11.5,2,12,0
759,0,3,1,34.0,8.05,2,12,0
760,1,1,0,33.0,86.5,2,17,0
761,0,3,1,29.881137667304014,14.5,2,12,0
762,0,3,1,41.0,7.125,2,12,0
763,1,3,1,20.0,7.2292,0,12,0
764,1,1,0,36.0,120.0,2,13,3
765,0,3,1,16.0,7.775,2,12,0
766,1,1,0,51.0,77.9583,2,13,1
767,0,1,1,29.881137667304014,39.6,0,4,0
768,0,3,0,30.5,7.75,1,9,0
769,0,3,1,29.881137667304014,24.15,1,12,1
770,0,3,1,32.0,8.3625,2,12,0
771,0,3,1,24.0,9.5,2,12,0
772,0,3,1,48.0,7.8542,2,12,0
773,0,2,0,57.0,10.5,2,13,0
774,0,3,1,29.881137667304014,7.225,0,12,0
775,1,2,0,54.0,23.0,2,13,4
776,0,3,1,18.0,7.75,2,12,0
777,0,3,1,29.881137667304014,7.75,1,12,0
778,1,3,0,5.0,12.475,2,9,0
779,0,3,1,29.881137667304014,7.7375,1,12,0
780,1,1,0,43.0,211.3375,2,13,1
781,1,3,0,13.0,7.2292,0,9,0
782,1,1,0,17.0,57.0,2,13,1
783,0,1,1,29.0,30.0,2,12,0
784,0,3,1,29.881137667304014,23.45,2,12,3
785,0,3,1,25.0,7.05,2,12,0
786,0,3,1,25.0,7.25,2,12,0
787,1,3,0,18.0,7.4958,2,9,0
788,0,3,1,8.0,29.125,1,8,5
789,1,3,1,1.0,20.575,2,8,3
790,0,1,1,46.0,79.2,0,12,0
791,0,3,1,29.881137667304014,7.75,1,12,0
792,0,2,1,16.0,26.0,2,12,0
793,0,3,0,29.881137667304014,69.55,2,9,10
794,0,1,1,29.881137667304014,30.6958,0,12,0
795,0,3,1,25.0,7.8958,2,12,0
796,0,2,1,39.0,13.0,2,12,0
797,1,1,0,49.0,25.9292,2,4,0
798,1,3,0,31.0,8.6833,2,13,0
799,0,3,1,30.0,7.2292,0,12,0
800,0,3,0,30.0,24.15,2,13,2
801,0,2,1,34.0,13.0,2,12,0
802,1,2,0,31.0,26.25,2,13,2
803,1,1,1,11.0,120.0,2,8,3
804,1,3,1,0.42,8.5167,0,8,1
805,1,3,1,27.0,6.975,2,12,0
806,0,3,1,31.0,7.775,2,12,0
807,0,1,1,39.0,0.0,2,12,0
808,0,3,0,18.0,7.775,2,9,0
809,0,2,1,39.0,13.0,2,12,0
810,1,1,0,33.0,53.1,2,13,1
811,0,3,1,26.0,7.8875,2,12,0
812,0,3,1,39.0,24.15,2,12,0
813,0,2,1,35.0,10.5,2,12,0
814,0,3,0,6.0,31.275,2,9,6
815,0,3,1,30.5,8.05,2,12,0
816,0,1,1,29.881137667304014,0.0,2,12,0
817,0,3,0,23.0,7.925,2,9,0
818,0,2,1,31.0,37.0042,0,12,2
819,0,3,1,43.0,6.45,2,12,0
820,0,3,1,10.0,27.9,2,8,5
821,1,1,0,52.0,93.5,2,13,2
822,1,3,1,27.0,8.6625,2,12,0
823,0,1,1,38.0,0.0,2,5,0
824,1,3,0,27.0,12.475,2,13,1
825,0,3,1,2.0,39.6875,2,8,5
826,0,3,1,29.881137667304014,6.95,1,12,0
827,0,3,1,29.881137667304014,56.4958,2,12,0
828,1,2,1,1.0,37.0042,0,8,2
829,1,3,1,29.881137667304014,7.75,1,12,0
830,1,1,0,62.0,80.0,2,13,0
831,1,3,0,15.0,14.4542,0,13,1
832,1,2,1,0.83,18.75,2,8,2
833,0,3,1,29.881137667304014,7.2292,0,12,0
834,0,3,1,23.0,7.8542,2,12,0
835,0,3,1,18.0,8.3,2,12,0
836,1,1,0,39.0,83.1583,0,9,2
837,0,3,1,21.0,8.6625,2,12,0
838,0,3,1,29.881137667304014,8.05,2,12,0
839,1,3,1,32.0,56.4958,2,12,0
840,1,1,1,29.881137667304014,29.7,0,12,0
841,0,3,1,20.0,7.925,2,12,0
842,0,2,1,16.0,10.5,2,12,0
843,1,1,0,30.0,31.0,0,9,0
844,0,3,1,34.5,6.4375,0,12,0
845,0,3,1,17.0,8.6625,2,12,0
846,0,3,1,42.0,7.55,2,12,0
847,0,3,1,29.881137667304014,69.55,2,12,10
848,0,3,1,35.0,7.8958,0,12,0
849,0,2,1,28.0,33.0,2,15,1
850,1,1,0,29.881137667304014,89.1042,0,13,1
851,0,3,1,4.0,31.275,2,8,6
852,0,3,1,74.0,7.775,2,12,0
853,0,3,0,9.0,15.2458,0,9,2
854,1,1,0,16.0,39.4,2,9,1
855,0,2,0,44.0,26.0,2,13,1
856,1,3,0,18.0,9.35,2,13,1
857,1,1,0,45.0,164.8667,2,13,2
858,1,1,1,51.0,26.55,2,12,0
859,1,3,0,24.0,19.2583,0,13,3
860,0,3,1,29.881137667304014,7.2292,0,12,0
861,0,3,1,41.0,14.1083,2,12,2
862,0,2,1,21.0,11.5,2,12,1
863,1,1,0,48.0,25.9292,2,13,0
864,0,3,0,29.881137667304014,69.55,2,9,10
865,0,2,1,24.0,13.0,2,12,0
866,1,2,0,42.0,13.0,2,13,0
867,1,2,0,27.0,13.8583,0,9,1
868,0,1,1,31.0,50.4958,2,12,0
869,0,3,1,29.881137667304014,9.5,2,12,0
870,1,3,1,4.0,11.1333,2,8,2
871,0,3,1,26.0,7.8958,2,12,0
872,1,1,0,47.0,52.5542,2,13,2
873,0,1,1,33.0,5.0,2,12,0
874,0,3,1,47.0,9.0,2,12,0
875,1,2,0,28.0,24.0,0,13,1
876,1,3,0,15.0,7.225,0,9,0
877,0,3,1,20.0,9.8458,2,12,0
878,0,3,1,19.0,7.8958,2,12,0
879,0,3,1,29.881137667304014,7.8958,2,12,0
880,1,1,0,56.0,83.1583,0,13,1
881,1,2,0,25.0,26.0,2,13,1
882,0,3,1,33.0,7.8958,2,12,0
883,0,3,0,22.0,10.5167,2,9,0
884,0,2,1,28.0,10.5,2,12,0
885,0,3,1,25.0,7.05,2,12,0
886,0,3,0,39.0,29.125,1,13,5
887,0,2,1,27.0,13.0,2,15,0
888,1,1,0,19.0,30.0,2,9,0
889,0,3,0,29.881137667304014,23.45,2,9,3
890,1,1,1,26.0,30.0,0,12,0
891,0,3,1,32.0,7.75,1,12,0
